"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032868","response to insulin","11/51","280/18860",0.0392857142857143,14.5280112044818,11.875493880864,1.78626278076079e-10,2.57668406124744e-08,1.36320054321218e-08,"3291/2353/28999/8651/9021/1432/847/2729/5468/3643/5970",11
"GO:0097305","response to alcohol","11/51","280/18860",0.0392857142857143,14.5280112044818,11.875493880864,1.78626278076079e-10,2.57668406124744e-08,1.36320054321218e-08,"2908/2289/6446/1392/2353/687/6647/6648/847/7124/5970",11
"GO:0043434","response to peptide hormone","13/51","461/18860",0.0281995661605206,10.4283101526945,10.6720727883067,1.92173922466513e-10,2.60904360619242e-08,1.3803204338152e-08,"3291/1584/2353/28999/8651/9021/1432/847/2729/5468/3643/4790/5970",13
"GO:0031960","response to corticosteroid","9/51","154/18860",0.0584415584415584,21.6119174942704,13.3736470048552,2.89566916785318e-10,3.71289135522507e-08,1.96431358754952e-08,"2908/1843/6446/3291/1392/2353/687/3569/7124",9
"GO:0009612","response to mechanical stimulus","10/51","228/18860",0.043859649122807,16.219470244238,12.0392320876508,4.53367592647647e-10,5.22123025433428e-08,2.76230370109813e-08,"2353/3725/1432/2729/7124/3627/5599/4790/5970/3659",10
"GO:0010586","miRNA metabolic process","8/51","108/18860",0.0740740740740741,27.3928830791576,14.3230820399867,4.61472503068906e-10,5.22123025433428e-08,2.76230370109813e-08,"2908/2353/3725/3569/7124/5468/4790/5970",8
"GO:0034605","cellular response to heat","7/51","66/18860",0.106060606060606,39.2216280451575,16.1969448494151,4.75068610662997e-10,5.22123025433428e-08,2.76230370109813e-08,"3303/3304/3162/51278/3320/3326/3627",7
"GO:1902893","regulation of miRNA transcription","7/51","75/18860",0.0933333333333333,34.5150326797386,15.1434993859106,1.18867285390676e-09,1.24702588491673e-07,6.59741871067868e-08,"2908/2353/3725/3569/7124/5468/5970",7
"GO:0061614","miRNA transcription","7/51","76/18860",0.0921052631578947,34.0608875128999,15.0379566787299,1.30658661709722e-09,1.31113126620017e-07,6.93656968344519e-08,"2908/2353/3725/3569/7124/5468/5970",7
"GO:0034599","cellular response to oxidative stress","10/51","264/18860",0.0378787878787879,14.0077243018419,11.0829425816787,1.87916834104631e-09,1.80713355463954e-07,9.56068103339352e-08,"2353/3303/3304/1728/6647/6648/847/3569/5599/5970",10
"GO:0051384","response to glucocorticoid","8/51","133/18860",0.0601503759398496,22.2438449063836,12.8022529091163,2.44104580570527e-09,2.2535734878271e-07,1.19225816194447e-07,"2908/1843/3291/1392/2353/687/3569/7124",8
"GO:0014823","response to activity","7/51","84/18860",0.0833333333333333,30.8169934640523,14.2614446240738,2.6630434726815e-09,2.36396320574958e-07,1.25066009243342e-07,"2353/6648/847/2729/2730/3569/7124",7
"GO:0034614","cellular response to reactive oxygen species","8/51","153/18860",0.0522875816993464,19.3361527617583,11.8580540579572,7.39611078505837e-09,6.08096613296881e-07,3.21714891646621e-07,"2353/1728/6647/6648/847/3569/5599/5970",8
"GO:0035994","response to muscle stretch","5/51","26/18860",0.192307692307692,71.1161387631976,18.6292318553925,7.44959624486080e-09,6.08096613296881e-07,3.21714891646621e-07,"2353/3725/1432/4790/5970",5
"GO:0002534","cytokine production involved in inflammatory response","7/51","98/18860",0.0714285714285714,26.4145658263305,13.1346266301615,7.90420207924888e-09,6.08096613296881e-07,3.21714891646621e-07,"5187/3162/1432/3569/7124/4790/5970",7
"GO:1900015","regulation of cytokine production involved in inflammatory response","7/51","98/18860",0.0714285714285714,26.4145658263305,13.1346266301615,7.90420207924888e-09,6.08096613296881e-07,3.21714891646621e-07,"5187/3162/1432/3569/7124/4790/5970",7
"GO:0071356","cellular response to tumor necrosis factor","9/51","226/18860",0.0398230088495575,14.7267048412285,10.8100831480463,8.53779995759667e-09,6.35652977488165e-07,3.36293648584453e-07,"2353/3303/3304/3576/1432/7124/6347/4790/5970",9
"GO:2001233","regulation of apoptotic signaling pathway","11/51","406/18860",0.0270935960591133,10.0193180720564,9.56649891535633,8.83600785782502e-09,6.3729706674563e-07,3.37163457732797e-07,"3303/3304/3315/3162/6647/6648/2729/2730/7124/5468/5970",11
"GO:0051402","neuron apoptotic process","10/51","318/18860",0.0314465408805031,11.6290541373782,9.95385834122272,1.11743714578339e-08,7.38893080123591e-07,3.90913058899647e-07,"2908/1392/1051/3725/6647/6648/2729/2730/7124/6347",10
"GO:0042542","response to hydrogen peroxide","7/51","103/18860",0.0679611650485437,25.1323053493242,12.7878431301038,1.12050510417356e-08,7.38893080123591e-07,3.90913058899647e-07,"1843/3162/6647/6648/847/3569/5970",7
"GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/51","103/18860",0.0679611650485437,25.1323053493242,12.7878431301038,1.12050510417356e-08,7.38893080123591e-07,3.90913058899647e-07,"3303/3304/3162/2729/2730/7124/5970",7
"GO:0034612","response to tumor necrosis factor","9/51","244/18860",0.0368852459016393,13.6403085824494,10.3483466762647,1.66081608671974e-08,1.0647676467081e-06,5.63317737016052e-07,"2353/3303/3304/3576/1432/7124/6347/4790/5970",9
"GO:2001234","negative regulation of apoptotic signaling pathway","9/51","245/18860",0.036734693877551,13.5846338535414,10.3241349183335,1.72067302563692e-08,1.07332793058649e-06,5.6784657460564e-07,"3303/3304/3315/3162/6648/2729/2730/7124/5970",9
"GO:0062197","cellular response to chemical stress","10/51","335/18860",0.0298507462686567,11.0389230318993,9.65365968459901,1.83156539517845e-08,1.11243498212418e-06,5.88536248866207e-07,"2353/3303/3304/1728/6647/6648/847/3569/5599/5970",10
"GO:0071375","cellular response to peptide hormone stimulus","10/51","345/18860",0.0289855072463768,10.718954248366,9.48699763092322,2.4188205354176e-08,1.43144558865226e-06,7.57309533356119e-07,"1584/2353/28999/8651/9021/2729/5468/3643/4790/5970",10
"GO:0048732","gland development","11/51","454/18860",0.0242290748898678,8.96000691025309,8.93970581533919,2.78757013613987e-08,1.60842796855271e-06,8.50942462611119e-07,"2908/1392/1051/3725/6647/6648/3569/7124/3643/4790/5970",11
"GO:0043523","regulation of neuron apoptotic process","9/51","264/18860",0.0340909090909091,12.6069518716578,9.88944554457349,3.2784167638304e-08,1.84550875388307e-06,9.76370589484793e-07,"2908/1051/3725/6647/6648/2729/2730/7124/6347",9
"GO:0030099","myeloid cell differentiation","11/51","481/18860",0.0228690228690229,8.45705433940728,8.62661611201965,5.02355988472791e-08,2.66414742429314e-06,1.40947323368605e-06,"2908/1051/7704/2353/3725/8651/3303/3304/1432/7124/5468",11
"GO:0002532","production of molecular mediator involved in inflammatory response","7/51","128/18860",0.0546875,20.2236519607843,11.3634543190197,5.07896389379975e-08,2.66414742429314e-06,1.40947323368605e-06,"5187/3162/1432/3569/7124/4790/5970",7
"GO:0045471","response to ethanol","7/51","128/18860",0.0546875,20.2236519607843,11.3634543190197,5.07896389379975e-08,2.66414742429314e-06,1.40947323368605e-06,"1392/2353/6647/6648/847/7124/5970",7
"GO:0008217","regulation of blood pressure","8/51","203/18860",0.0394088669950739,14.5735535593548,10.1247017600751,6.71992987332756e-08,3.44657736614222e-06,1.82341956796724e-06,"6446/3291/1584/1392/6647/6648/7124/5468",8
"GO:0006809","nitric oxide biosynthetic process","6/51","80/18860",0.075,27.7352941176471,12.4779640710418,7.44647973781992e-08,3.73619026845399e-06,1.97663993040529e-06,"3320/3326/1728/6648/7124/3643",6
"GO:0045429","positive regulation of nitric oxide biosynthetic process","5/51","42/18860",0.119047619047619,44.0242763772175,14.5349336250288,9.32529929283092e-08,4.57931718464974e-06,2.42269813654734e-06,"3320/3326/6648/7124/3643",5
"GO:1904407","positive regulation of nitric oxide metabolic process","5/51","45/18860",0.111111111111111,41.0893246187364,14.0198849724526,1.33118386364005e-07,6.30508986227031e-06,3.33572208347786e-06,"3320/3326/6648/7124/3643",5
"GO:0071383","cellular response to steroid hormone stimulus","8/51","222/18860",0.036036036036036,13.3262674439145,9.61988731887063,1.33860226711978e-07,6.30508986227031e-06,3.33572208347786e-06,"2908/4306/5187/6446/1392/687/3303/3304",8
"GO:0045598","regulation of fat cell differentiation","7/51","148/18860",0.0472972972972973,17.4907260201378,10.4875029181056,1.37814104546915e-07,6.36149906588557e-06,3.36556550051412e-06,"1051/7704/1432/6648/3569/7124/5468",7
"GO:0046209","nitric oxide metabolic process","6/51","89/18860",0.0674157303370786,24.9306014540648,11.7832875921595,1.41369622861535e-07,6.39766842283181e-06,3.38470098079217e-06,"3320/3326/1728/6648/7124/3643",6
"GO:2001057","reactive nitrogen species metabolic process","6/51","91/18860",0.0659340659340659,24.382676147382,11.6427590244858,1.61496310726326e-07,7.16795163762233e-06,3.79222106158985e-06,"3320/3326/1728/6648/7124/3643",6
"GO:0046686","response to cadmium ion","5/51","48/18860",0.104166666666667,38.5212418300654,13.553201725398,1.85431407742368e-07,8.07501300130914e-06,4.27210393209824e-06,"3162/6647/6648/847/2729",5
"GO:0060326","cell chemotaxis","9/51","330/18860",0.0272727272727273,10.0855614973262,8.67026951459308,2.19762773402488e-07,9.39282372246191e-06,4.96929468122586e-06,"1843/3315/3576/3569/2920/2921/6374/3627/6347",9
"GO:1903706","regulation of hemopoiesis","10/51","443/18860",0.0225733634311512,8.34771831983358,8.14904062917743,2.49425539866781e-07,1.04668026547733e-05,5.53748566976969e-06,"1051/7704/2353/8651/3303/3304/1432/6647/7124/3659",10
"GO:0030522","intracellular receptor signaling pathway","10/51","447/18860",0.0223713646532438,8.27301837961135,8.10340854693594,2.70953365631036e-07,1.11671494263648e-05,5.90800571676694e-06,"2908/4306/5187/3303/3304/1432/7124/5468/5599/5970",10
"GO:0007584","response to nutrient","7/51","167/18860",0.0419161676646707,15.5007631795233,9.80101734004394,3.13895900659379e-07,1.24908920469284e-05,6.60833475072377e-06,"6648/847/2729/2730/3627/5468/5970",7
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","7/51","167/18860",0.0419161676646707,15.5007631795233,9.80101734004394,3.13895900659379e-07,1.24908920469284e-05,6.60833475072377e-06,"3303/3304/3162/2729/2730/7124/5970",7
"GO:0033002","muscle cell proliferation","8/51","252/18860",0.0317460317460317,11.7398070339247,8.93734380972648,3.52471709747457e-07,1.37882153575785e-05,7.29468658888583e-06,"2353/3725/3162/1432/6648/3569/7124/5468",8
"GO:0009314","response to radiation","10/51","462/18860",0.0216450216450216,8.00441388676683,7.93723147635917,3.66950049938583e-07,1.39769780057137e-05,7.39455189575295e-06,"1843/5187/2353/1432/6648/847/7124/3627/5599/5970",10
"GO:0010038","response to metal ion","9/51","351/18860",0.0256410256410256,9.48215183509301,8.35275393982887,3.69408864102486e-07,1.39769780057137e-05,7.39455189575295e-06,"1843/1584/2353/3725/3162/6647/6648/847/2729",9
"GO:0002573","myeloid leukocyte differentiation","8/51","257/18860",0.0311284046692607,11.5114061188678,8.83481478990231,4.09178402557267e-07,1.5231996017777e-05,8.05852201980355e-06,"2908/1051/2353/3725/8651/1432/7124/5468",8
"GO:0045444","fat cell differentiation","8/51","259/18860",0.0308880308880309,11.4225149519267,8.79459465612957,4.33956664921482e-07,1.58979679783933e-05,8.41085599513649e-06,"1051/7704/8651/1432/6648/3569/7124/5468",8
"GO:0006935","chemotaxis","10/51","474/18860",0.0210970464135021,7.80177049722843,7.80960524648912,4.64081995719951e-07,1.67359569706507e-05,8.85419597097274e-06,"1843/3315/3576/1432/3569/2920/2921/6374/3627/6347",10
"GO:0042330","taxis","10/51","476/18860",0.0210084033613445,7.76898994892075,7.78877045822486,4.82294674622172e-07,1.71251709081227e-05,9.06011048682946e-06,"1843/3315/3576/1432/3569/2920/2921/6374/3627/6347",10
"GO:0043524","negative regulation of neuron apoptotic process","7/51","181/18860",0.0386740331491713,14.3018091214386,9.36342536162317,5.41247911415173e-07,1.892727544767e-05,1.00135179783349e-05,"1051/3725/6647/6648/2729/2730/6347",7
"GO:0008211","glucocorticoid metabolic process","4/51","26/18860",0.153846153846154,56.8929110105581,14.8502472705332,6.78463959957734e-07,2.33715644713798e-05,1.23647791602666e-05,"2908/3291/1584/1392",4
"GO:0007254","JNK cascade","7/51","188/18860",0.0372340425531915,13.7692949520234,9.16245783397543,6.98945734579724e-07,2.37230405207353e-05,1.25507283608743e-05,"5187/3725/4616/10912/7124/5599/4790",7
"GO:0042593","glucose homeostasis","8/51","281/18860",0.0284697508896797,10.5282255250855,8.37945138476331,8.03427885011207e-07,2.68740805595053e-05,1.42177932358963e-05,"1584/1392/28999/2729/2730/3569/5468/3643",8
"GO:0033500","carbohydrate homeostasis","8/51","282/18860",0.0283687943262411,10.4908913920178,8.36168193368652,8.25199592277481e-07,2.72080094139489e-05,1.43944590532613e-05,"1584/1392/28999/2729/2730/3569/5468/3643",8
"GO:0032757","positive regulation of interleukin-8 production","5/51","65/18860",0.0769230769230769,28.446455505279,11.5420604637359,8.64095327941244e-07,2.76990557901165e-05,1.46542482516351e-05,"3303/3304/3569/7124/5970",5
"GO:0045428","regulation of nitric oxide biosynthetic process","5/51","65/18860",0.0769230769230769,28.446455505279,11.5420604637359,8.64095327941244e-07,2.76990557901165e-05,1.46542482516351e-05,"3320/3326/6648/7124/3643",5
"GO:0070555","response to interleukin-1","6/51","123/18860",0.0487804878048781,18.0392156862745,9.87219426360052,9.64231189452246e-07,3.0485555962408e-05,1.61284524839885e-05,"1051/3576/2729/3569/6347/5970",6
"GO:0050900","leukocyte migration","9/51","397/18860",0.0226700251889169,8.38346421692103,7.74222624263003,1.0318369801437e-06,3.21821587861036e-05,1.70260440535803e-05,"1843/3162/3576/3569/7124/2921/6374/3627/6347",9
"GO:0042026","protein refolding","4/51","29/18860",0.137931034482759,51.0074374577417,14.0332568067449,1.07144341776009e-06,3.29154760874761e-05,1.7414007234093e-05,"3303/3304/3315/3320",4
"GO:0038066","p38MAPK cascade","5/51","68/18860",0.0735294117647059,27.1914648212226,11.266507434762,1.08387182957027e-06,3.29154760874761e-05,1.7414007234093e-05,"1843/5187/4616/10912/1432",5
"GO:0080164","regulation of nitric oxide metabolic process","5/51","69/18860",0.072463768115942,26.797385620915,11.1785856767034,1.16617565322675e-06,3.49549793200952e-05,1.84930110422833e-05,"3320/3326/6648/7124/3643",5
"GO:0090594","inflammatory response to wounding","4/51","30/18860",0.133333333333333,49.3071895424837,13.788239038096,1.23381809398558e-06,3.65083610374195e-05,1.93148311609079e-05,"3162/3569/7124/5468",4
"GO:0043200","response to amino acid","6/51","130/18860",0.0461538461538462,17.0678733031674,9.57244216645797,1.33389152095047e-06,3.89698940551098e-05,2.06171107835115e-05,"1051/8651/2729/2730/7124/5970",6
"GO:0033209","tumor necrosis factor-mediated signaling pathway","6/51","131/18860",0.0458015267175573,16.9375841939829,9.531525413025,1.39505765374506e-06,4.02474133105451e-05,2.1292985241372e-05,"3303/3304/1432/7124/4790/5970",6
"GO:0006959","humoral immune response","8/51","307/18860",0.0260586319218241,9.63658427540397,7.94448401862954,1.55983628338697e-06,4.44457054574953e-05,2.35141012180491e-05,"3576/3569/7124/2920/2921/6374/3627/6347",8
"GO:0097237","cellular response to toxic substance","6/51","134/18860",0.0447761194029851,16.558384547849,9.41143736437057,1.59246307695983e-06,4.48220095319912e-05,2.37131857416354e-05,"1728/6647/6648/847/7296/7124",6
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","6/51","135/18860",0.0444444444444444,16.4357298474946,9.37226813889381,1.66312077495585e-06,4.62467801035915e-05,2.44669638420898e-05,"3576/2920/2921/6374/3627/6347",6
"GO:0001101","response to acid chemical","6/51","144/18860",0.0416666666666667,15.4084967320261,9.03763848717932,2.42207188773682e-06,6.6549308534483e-05,3.52080625285051e-05,"1051/8651/2729/2730/7124/5970",6
"GO:0045637","regulation of myeloid cell differentiation","7/51","227/18860",0.0308370044052863,11.4036451585039,8.21142693326819,2.46217961848942e-06,6.6855418346748e-05,3.53700106185477e-05,"1051/7704/2353/3303/3304/1432/7124",7
"GO:0001889","liver development","6/51","145/18860",0.0413793103448276,15.3022312373225,9.00231998744448,2.52145130093371e-06,6.76687163087792e-05,3.58002877488753e-05,"1051/3725/6648/3569/7124/5970",6
"GO:0009615","response to virus","9/51","445/18860",0.0202247191011236,7.47918043621943,7.20237589423934,2.64086270370653e-06,7.00587485075249e-05,3.70647397011443e-05,"3315/3320/1432/3569/7124/3627/4790/5970/3659",9
"GO:0061008","hepaticobiliary system development","6/51","148/18860",0.0405405405405405,14.9920508744038,8.89843626025909,2.83973658539341e-06,7.37617764721049e-05,3.90238350395155e-05,"1051/3725/6648/3569/7124/5970",6
"GO:1901654","response to ketone","7/51","232/18860",0.0301724137931034,11.157876943881,8.10635073359488,2.84436659706124e-06,7.37617764721049e-05,3.90238350395155e-05,"2908/1843/6446/1392/2353/687/5970",7
"GO:0002685","regulation of leukocyte migration","7/51","233/18860",0.0300429184549356,11.1099890600017,8.08572103996083,2.92646068119756e-06,7.5047458357822e-05,3.97040279554289e-05,"1843/3162/3576/3569/7124/3627/6347",7
"GO:0030595","leukocyte chemotaxis","7/51","237/18860",0.029535864978903,10.9224786961198,8.0044425438575,3.27492387540693e-06,8.21578728743392e-05,4.34658088726778e-05,"1843/3576/3569/2921/6374/3627/6347",7
"GO:0097529","myeloid leukocyte migration","7/51","237/18860",0.029535864978903,10.9224786961198,8.0044425438575,3.27492387540693e-06,8.21578728743392e-05,4.34658088726778e-05,"1843/3576/3569/2921/6374/3627/6347",7
"GO:0050727","regulation of inflammatory response","9/51","460/18860",0.0195652173913043,7.23529411764706,7.04999020020824,3.46145373232708e-06,8.49969281573026e-05,4.49678175054597e-05,"1051/9021/1432/6647/3569/7124/5468/4790/5970",9
"GO:0097191","extrinsic apoptotic signaling pathway","7/51","239/18860",0.0292887029288703,10.8310772007548,7.96452944159966,3.46174664072203e-06,8.49969281573026e-05,4.49678175054597e-05,"3303/3304/3162/2729/2730/7124/5970",7
"GO:0008202","steroid metabolic process","8/51","345/18860",0.0231884057971014,8.57516339869281,7.394371388191,3.70888089694585e-06,9.01062853700108e-05,4.76709345203013e-05,"2908/3290/3291/1584/1392/847/7124/4790",8
"GO:0098586","cellular response to virus","5/51","89/18860",0.0561797752808989,20.7755012117206,9.73734063910134,4.13546626642326e-06,9.94235014885927e-05,5.26002288273135e-05,"3320/1432/3569/3627/4790",5
"GO:0098869","cellular oxidant detoxification","5/51","90/18860",0.0555555555555556,20.5446623093682,9.6778492884417,4.36983736969173e-06,0.000103975099476789,5.50082620601455e-05,"1728/6647/6648/847/7296",5
"GO:0001890","placenta development","6/51","160/18860",0.0375,13.8676470588235,8.51137829397442,4.45793747488627e-06,0.000104988976449362,5.55446559706561e-05,"1051/9021/3326/1432/6647/5468",6
"GO:0071230","cellular response to amino acid stimulus","5/51","93/18860",0.0537634408602151,19.8819312671305,9.50499788942157,5.13604445085478e-06,0.000119737278712857,6.33472787133603e-05,"1051/8651/2729/2730/7124",5
"GO:0002218","activation of innate immune response","8/51","362/18860",0.0220994475138122,8.17246235510779,7.17499727241732,5.28381930371995e-06,0.000121631560940339,6.43494530196083e-05,"3303/3304/3320/1432/7124/5599/5970/3659",8
"GO:0097696","cell surface receptor signaling pathway via STAT","6/51","165/18860",0.0363636363636364,13.4474153297683,8.36218907880321,5.32269829071674e-06,0.000121631560940339,6.43494530196083e-05,"8651/9021/3569/7124/6347/5468",6
"GO:0045765","regulation of angiogenesis","8/51","365/18860",0.0219178082191781,8.10529143164115,7.13777288605128,5.61356655751854e-06,0.00012702070210542,6.7200590368643e-05,"3315/3162/3576/3569/7124/3627/5468/5970",8
"GO:0071347","cellular response to interleukin-1","5/51","95/18860",0.0526315789473684,19.4633642930857,9.3942025968796,5.702722746113e-06,0.000127785282505134,6.7605093362198e-05,"1051/3576/3569/6347/5970",5
"GO:1900744","regulation of p38MAPK cascade","4/51","44/18860",0.0909090909090909,33.6185383244207,11.279471390166,5.94352207676857e-06,0.000131900470703672,6.97822430065945e-05,"1843/5187/4616/10912",4
"GO:0048660","regulation of smooth muscle cell proliferation","6/51","172/18860",0.0348837209302326,12.9001367989056,8.16387468507912,6.75793433492615e-06,0.000148545832809615,7.85885095590409e-05,"3725/3162/6648/3569/7124/5468",6
"GO:1901342","regulation of vasculature development","8/51","375/18860",0.0213333333333333,7.88915032679738,7.01670362547974,6.84175816036549e-06,0.000148969602208713,7.88127057201983e-05,"3315/3162/3576/3569/7124/3627/5468/5970",8
"GO:0071354","cellular response to interleukin-6","4/51","46/18860",0.0869565217391304,32.156862745098,11.0167534997624,7.1162328126101e-06,0.000153497806836487,8.1208362642673e-05,"9021/3569/4790/5970",4
"GO:0009636","response to toxic substance","7/51","270/18860",0.0259259259259259,9.58750907770516,7.40066867456785,7.70737264056595e-06,0.000163248563335639,8.63670224707384e-05,"2353/1728/6647/6648/847/7296/7124",7
"GO:0048659","smooth muscle cell proliferation","6/51","176/18860",0.0340909090909091,12.6069518716578,8.05566047059944,7.70974584210772e-06,0.000163248563335639,8.63670224707384e-05,"3725/3162/6648/3569/7124/5468",6
"GO:0042176","regulation of protein catabolic process","8/51","383/18860",0.02088772845953,7.72436389699483,6.92303345690819,7.98159763611208e-06,0.000167468430401333,8.85995527070815e-05,"3303/3304/3320/3326/1728/2729/7124/5970",8
"GO:0071229","cellular response to acid chemical","5/51","102/18860",0.0490196078431373,18.1276432141484,9.03162699109309,8.08207325686821e-06,0.000168048874566233,8.89066380082231e-05,"1051/8651/2729/2730/7124",5
"GO:0010883","regulation of lipid storage","4/51","49/18860",0.0816326530612245,30.188075230092,10.6526858635877,9.18450065554707e-06,0.000186900969141802,9.88803813757595e-05,"3569/7124/5468/4790",4
"GO:0035094","response to nicotine","4/51","49/18860",0.0816326530612245,30.188075230092,10.6526858635877,9.18450065554707e-06,0.000186900969141802,9.88803813757595e-05,"3162/7124/4790/5970",4
"GO:0032637","interleukin-8 production","5/51","105/18860",0.0476190476190476,17.609710550887,8.88709340397077,9.31265660801872e-06,0.000186900969141802,9.88803813757595e-05,"3303/3304/3569/7124/5970",5
"GO:0032677","regulation of interleukin-8 production","5/51","105/18860",0.0476190476190476,17.609710550887,8.88709340397077,9.31265660801872e-06,0.000186900969141802,9.88803813757595e-05,"3303/3304/3569/7124/5970",5
"GO:0019730","antimicrobial humoral response","6/51","184/18860",0.0326086956521739,12.0588235294118,7.84941826999912,9.94023547979193e-06,0.000196540637579758,0.000103980269813244,"3576/2920/2921/6374/3627/6347",6
"GO:0070741","response to interleukin-6","4/51","50/18860",0.08,29.5843137254902,10.5385276486162,9.96328188770871e-06,0.000196540637579758,0.000103980269813244,"9021/3569/4790/5970",4
"GO:0016032","viral process","8/51","396/18860",0.0202020202020202,7.47078629431571,6.77646686754713,1.01758405218706e-05,0.000197366709673571,0.000104417305126946,"3725/3303/3304/3576/3326/7124/6347/3643",8
"GO:0035729","cellular response to hepatocyte growth factor stimulus","3/51","16/18860",0.1875,69.3382352941177,14.239632084704,1.01761865039666e-05,0.000197366709673571,0.000104417305126946,"2729/2730/5970",3
"GO:1903037","regulation of leukocyte cell-cell adhesion","8/51","401/18860",0.0199501246882793,7.37763434550878,6.7218572046273,1.11457628666037e-05,0.000214370172467678,0.000113413025660178,"1051/7704/8651/3569/7124/6347/5970/3659",8
"GO:0045639","positive regulation of myeloid cell differentiation","5/51","111/18860",0.045045045045045,16.6578343048931,8.61520652496082,1.22108723260156e-05,0.000232914820896231,0.000123224113946743,"2353/3303/3304/1432/7124",5
"GO:0035728","response to hepatocyte growth factor","3/51","17/18860",0.176470588235294,65.2595155709343,13.8022042177249,1.23332337145739e-05,0.000233320519780627,0.000123438749861136,"2729/2730/5970",3
"GO:0002548","monocyte chemotaxis","4/51","54/18860",0.0740740740740741,27.3928830791576,10.113397167563,1.35731150270248e-05,0.000254689020181896,0.000134743803434735,"1843/3569/3627/6347",4
"GO:0019058","viral life cycle","7/51","298/18860",0.023489932885906,8.68666929859192,6.96458927770481,1.46269437162256e-05,0.000272249887879426,0.000144034420295601,"3303/3304/3576/3326/7124/6347/3643",7
"GO:0006704","glucocorticoid biosynthetic process","3/51","18/18860",0.166666666666667,61.6339869281046,13.4014084439052,1.47716597949829e-05,0.000272743926454564,0.000144295792523622,"2908/1584/1392",3
